date,total_sales,year,month,day,dayofweek,is_weekend,sales_yesterday,sales_last_week
2015-01-31,656205.841844,2015,1,31,5,1,435899.6719165,588849.871003
2015-02-01,815294.475951,2015,2,1,6,1,656205.841844,631623.951015
2015-02-02,538301.886974,2015,2,2,0,0,815294.475951,410009.617966
2015-02-03,475249.842928,2015,2,3,1,0,538301.886974,360009.850046
2015-02-04,451923.147059,2015,2,4,2,0,475249.842928,376935.916035
2015-02-05,407491.967944,2015,2,5,3,0,451923.147059,343062.160973
2015-02-06,437147.54517,2015,2,6,4,0,407491.967944,435899.6719165
2015-02-07,599911.594879,2015,2,7,5,1,437147.54517,656205.841844
2015-02-08,622994.231951,2015,2,8,6,1,599911.594879,815294.475951
2015-02-09,458002.152043,2015,2,9,0,0,622994.231951,538301.886974
2015-02-10,400825.9849177,2015,2,10,1,0,458002.152043,475249.842928
2015-02-11,400115.3330245,2015,2,11,2,0,400825.9849177,451923.147059
2015-02-12,384963.142969,2015,2,12,3,0,400115.3330245,407491.967944
2015-02-13,493265.468013,2015,2,13,4,0,384963.142969,437147.54517
2015-02-14,562855.068099,2015,2,14,5,1,493265.468013,599911.594879
2015-02-15,434886.671834,2015,2,15,6,1,562855.068099,622994.231951
2015-02-16,420740.903983,2015,2,16,0,0,434886.671834,458002.152043
2015-02-17,483088.13409300003,2015,2,17,1,0,420740.903983,400825.9849177
2015-02-18,497499.057967,2015,2,18,2,0,483088.13409300003,400115.3330245
2015-02-19,436360.905914,2015,2,19,3,0,497499.057967,384963.142969
2015-02-20,483681.015026,2015,2,20,4,0,436360.905914,493265.468013
2015-02-21,572753.075038,2015,2,21,5,1,483681.015026,562855.068099
2015-02-22,691339.067796,2015,2,22,6,1,572753.075038,434886.671834
2015-02-23,443349.890841,2015,2,23,0,0,691339.067796,420740.903983
2015-02-24,407890.277971,2015,2,24,1,0,443349.890841,483088.13409300003
2015-02-25,395774.954032,2015,2,25,2,0,407890.277971,497499.057967
2015-02-26,354938.226975,2015,2,26,3,0,395774.954032,436360.905914
2015-02-27,436488.424914,2015,2,27,4,0,354938.226975,483681.015026
2015-02-28,635263.400075,2015,2,28,5,1,436488.424914,572753.075038
2015-03-01,820434.978924,2015,3,1,6,1,635263.400075,691339.067796
2015-03-02,546037.787999,2015,3,2,0,0,820434.978924,443349.890841
2015-03-03,492365.24083,2015,3,3,1,0,546037.787999,407890.277971
2015-03-04,483330.548167,2015,3,4,2,0,492365.24083,395774.954032
2015-03-05,428599.809059,2015,3,5,3,0,483330.548167,354938.226975
2015-03-06,463723.974873,2015,3,6,4,0,428599.809059,436488.424914
2015-03-07,657377.210913,2015,3,7,5,1,463723.974873,635263.400075
2015-03-08,659563.411966,2015,3,8,6,1,657377.210913,820434.978924
2015-03-09,480371.950086,2015,3,9,0,0,659563.411966,546037.787999
2015-03-10,457881.7640763,2015,3,10,1,0,480371.950086,492365.24083
2015-03-11,425617.727075,2015,3,11,2,0,457881.7640763,483330.548167
2015-03-12,382588.6690535,2015,3,12,3,0,425617.727075,428599.809059
2015-03-13,434805.995204,2015,3,13,4,0,382588.6690535,463723.974873
2015-03-14,616609.760896,2015,3,14,5,1,434805.995204,657377.210913
2015-03-15,662700.871933,2015,3,15,6,1,616609.760896,659563.411966
2015-03-16,466598.425914,2015,3,16,0,0,662700.871933,480371.950086
2015-03-17,415359.51603,2015,3,17,1,0,466598.425914,457881.7640763
2015-03-18,398629.999994,2015,3,18,2,0,415359.51603,425617.727075
2015-03-19,373324.3829895,2015,3,19,3,0,398629.999994,382588.6690535
2015-03-20,467687.945081,2015,3,20,4,0,373324.3829895,434805.995204
2015-03-21,624099.228222,2015,3,21,5,1,467687.945081,616609.760896
2015-03-22,646466.401887,2015,3,22,6,1,624099.228222,662700.871933
2015-03-23,462664.2370045,2015,3,23,0,0,646466.401887,466598.425914
2015-03-24,407369.722015,2015,3,24,1,0,462664.2370045,415359.51603
2015-03-25,408258.189916,2015,3,25,2,0,407369.722015,398629.999994
2015-03-26,367006.957001,2015,3,26,3,0,408258.189916,373324.3829895
2015-03-27,436906.608975,2015,3,27,4,0,367006.957001,467687.945081
2015-03-28,589854.7040575,2015,3,28,5,1,436906.608975,624099.228222
2015-03-29,641213.770163,2015,3,29,6,1,589854.7040575,646466.401887
2015-03-30,437878.834978,2015,3,30,0,0,641213.770163,462664.2370045
2015-03-31,443278.893073,2015,3,31,1,0,437878.834978,407369.722015
2015-04-01,557223.161038,2015,4,1,2,0,443278.893073,408258.189916
2015-04-02,524588.902022,2015,4,2,3,0,557223.161038,367006.957001
2015-04-03,510296.785948,2015,4,3,4,0,524588.902022,436906.608975
2015-04-04,653894.195903,2015,4,4,5,1,510296.785948,589854.7040575
2015-04-05,659669.577136,2015,4,5,6,1,653894.195903,641213.770163
2015-04-06,519734.816963,2015,4,6,0,0,659669.577136,437878.834978
2015-04-07,464788.21798,2015,4,7,1,0,519734.816963,443278.893073
2015-04-08,461140.213006,2015,4,8,2,0,464788.21798,557223.161038
2015-04-09,398718.315935,2015,4,9,3,0,461140.213006,524588.902022
2015-04-10,445869.298012,2015,4,10,4,0,398718.315935,510296.785948
2015-04-11,610603.017074,2015,4,11,5,1,445869.298012,653894.195903
2015-04-12,659939.024086,2015,4,12,6,1,610603.017074,659669.577136
2015-04-13,453724.756048,2015,4,13,0,0,659939.024086,519734.816963
2015-04-14,403623.396979,2015,4,14,1,0,453724.756048,464788.21798
2015-04-15,438106.287965,2015,4,15,2,0,403623.396979,461140.213006
2015-04-16,418643.193957,2015,4,16,3,0,438106.287965,398718.315935
2015-04-17,456303.236748,2015,4,17,4,0,418643.193957,445869.298012
2015-04-18,629155.66071,2015,4,18,5,1,456303.236748,610603.017074
2015-04-19,684544.950159,2015,4,19,6,1,629155.66071,659939.024086
2015-04-20,481694.770966,2015,4,20,0,0,684544.950159,453724.756048
2015-04-21,426018.313035,2015,4,21,1,0,481694.770966,403623.396979
2015-04-22,421108.210059,2015,4,22,2,0,426018.313035,438106.287965
2015-04-23,392147.042002,2015,4,23,3,0,421108.210059,418643.193957
2015-04-24,437625.507963,2015,4,24,4,0,392147.042002,456303.236748
2015-04-25,588781.512939,2015,4,25,5,1,437625.507963,629155.66071
2015-04-26,625901.000988,2015,4,26,6,1,588781.512939,684544.950159
2015-04-27,425049.148087,2015,4,27,0,0,625901.000988,481694.770966
2015-04-28,374839.1850745,2015,4,28,1,0,425049.148087,426018.313035
2015-04-29,398724.330055,2015,4,29,2,0,374839.1850745,421108.210059
2015-04-30,432612.141938,2015,4,30,3,0,398724.330055,392147.042002
2015-05-01,674509.400095,2015,5,1,4,0,432612.141938,437625.507963
2015-05-02,711052.273896,2015,5,2,5,1,674509.400095,588781.512939
2015-05-03,742887.785029,2015,5,3,6,1,711052.273896,625901.000988
2015-05-04,556245.147953,2015,5,4,0,0,742887.785029,425049.148087
2015-05-05,509493.227021,2015,5,5,1,0,556245.147953,374839.1850745
2015-05-06,504999.550962,2015,5,6,2,0,509493.227021,398724.330055
2015-05-07,444082.309939,2015,5,7,3,0,504999.550962,432612.141938
2015-05-08,481304.22297,2015,5,8,4,0,444082.309939,674509.400095
2015-05-09,706705.4400759999,2015,5,9,5,1,481304.22297,711052.273896
2015-05-10,558062.273048,2015,5,10,6,1,706705.4400759999,742887.785029
2015-05-11,524864.051063,2015,5,11,0,0,558062.273048,556245.147953
2015-05-12,452162.874045,2015,5,12,1,0,524864.051063,509493.227021
2015-05-13,446915.639008,2015,5,13,2,0,452162.874045,504999.550962
2015-05-14,395609.666087,2015,5,14,3,0,446915.639008,444082.309939
2015-05-15,483535.538107,2015,5,15,4,0,395609.666087,481304.22297
2015-05-16,709798.552994,2015,5,16,5,1,483535.538107,706705.4400759999
2015-05-17,798186.132143,2015,5,17,6,1,709798.552994,558062.273048
2015-05-18,496595.01098,2015,5,18,0,0,798186.132143,524864.051063
2015-05-19,446375.4880335,2015,5,19,1,0,496595.01098,452162.874045
2015-05-20,466238.630977,2015,5,20,2,0,446375.4880335,446915.639008
2015-05-21,417006.136035,2015,5,21,3,0,466238.630977,395609.666087
2015-05-22,458727.917031,2015,5,22,4,0,417006.136035,483535.538107
2015-05-23,658882.9229615,2015,5,23,5,1,458727.917031,709798.552994
2015-05-24,738068.426823,2015,5,24,6,1,658882.9229615,798186.132143
2015-05-25,534802.790004,2015,5,25,0,0,738068.426823,496595.01098
2015-05-26,463132.406006,2015,5,26,1,0,534802.790004,446375.4880335
2015-05-27,481804.96096,2015,5,27,2,0,463132.406006,466238.630977
2015-05-28,428506.881011,2015,5,28,3,0,481804.96096,417006.136035
2015-05-29,560519.530038,2015,5,29,4,0,428506.881011,458727.917031
2015-05-30,855728.291973,2015,5,30,5,1,560519.530038,658882.9229615
2015-05-31,1023564.76704,2015,5,31,6,1,855728.291973,738068.426823
2015-06-01,812081.2027655,2015,6,1,0,0,1023564.76704,534802.790004
2015-06-02,753430.6418917,2015,6,2,1,0,812081.2027655,463132.406006
2015-06-03,747929.452075,2015,6,3,2,0,753430.6418917,481804.96096
2015-06-04,608994.6461083,2015,6,4,3,0,747929.452075,428506.881011
2015-06-05,657675.126037,2015,6,5,4,0,608994.6461083,560519.530038
2015-06-06,904437.271141,2015,6,6,5,1,657675.126037,855728.291973
2015-06-07,1070695.9178497,2015,6,7,6,1,904437.271141,1023564.76704
2015-06-08,696952.81204,2015,6,8,0,0,1070695.9178497,812081.2027655
2015-06-09,623725.1071692,2015,6,9,1,0,696952.81204,753430.6418917
2015-06-10,641435.3719983,2015,6,10,2,0,623725.1071692,747929.452075
2015-06-11,510019.1489275,2015,6,11,3,0,641435.3719983,608994.6461083
2015-06-12,606616.000975,2015,6,12,4,0,510019.1489275,657675.126037
2015-06-13,840727.775905,2015,6,13,5,1,606616.000975,904437.271141
2015-06-14,967745.7218685,2015,6,14,6,1,840727.775905,1070695.9178497
2015-06-15,666557.1317587,2015,6,15,0,0,967745.7218685,696952.81204
2015-06-16,672637.824072,2015,6,16,1,0,666557.1317587,623725.1071692
2015-06-17,677171.157112,2015,6,17,2,0,672637.824072,641435.3719983
2015-06-18,556155.0391433,2015,6,18,3,0,677171.157112,510019.1489275
2015-06-19,659233.5706609,2015,6,19,4,0,556155.0391433,606616.000975
2015-06-20,936951.654373,2015,6,20,5,1,659233.5706609,840727.775905
2015-06-21,790568.421132,2015,6,21,6,1,936951.654373,967745.7218685
2015-06-22,701208.22895,2015,6,22,0,0,790568.421132,666557.1317587
2015-06-23,640322.326029,2015,6,23,1,0,701208.22895,672637.824072
2015-06-24,643411.714061,2015,6,24,2,0,640322.326029,677171.157112
2015-06-25,518700.9558973,2015,6,25,3,0,643411.714061,556155.0391433
2015-06-26,593299.460788,2015,6,26,4,0,518700.9558973,659233.5706609
2015-06-27,831492.4641955,2015,6,27,5,1,593299.460788,936951.654373
2015-06-28,976563.5890657,2015,6,28,6,1,831492.4641955,790568.421132
2015-06-29,639072.192193,2015,6,29,0,0,976563.5890657,701208.22895
2015-06-30,669548.425059,2015,6,30,1,0,639072.192193,640322.326029
2015-07-01,885953.200992,2015,7,1,2,0,669548.425059,643411.714061
2015-07-02,705642.2820965,2015,7,2,3,0,885953.200992,518700.9558973
2015-07-03,772773.3939200001,2015,7,3,4,0,705642.2820965,593299.460788
2015-07-04,1018541.84294,2015,7,4,5,1,772773.3939200001,831492.4641955
2015-07-05,982427.6819,2015,7,5,6,1,1018541.84294,976563.5890657
2015-07-06,754949.70914,2015,7,6,0,0,982427.6819,639072.192193
2015-07-07,654821.0515315,2015,7,7,1,0,754949.70914,669548.425059
2015-07-08,732992.130029,2015,7,8,2,0,654821.0515315,885953.200992
2015-07-09,605032.4963965,2015,7,9,3,0,732992.130029,705642.2820965
2015-07-10,643986.381178,2015,7,10,4,0,605032.4963965,772773.3939200001
2015-07-11,794984.703157,2015,7,11,5,1,643986.381178,1018541.84294
2015-07-12,898731.936734,2015,7,12,6,1,794984.703157,982427.6819
2015-07-13,647967.077874,2015,7,13,0,0,898731.936734,754949.70914
2015-07-14,601452.258023,2015,7,14,1,0,647967.077874,654821.0515315
2015-07-15,664505.1001790001,2015,7,15,2,0,601452.258023,732992.130029
2015-07-16,584042.727022,2015,7,16,3,0,664505.1001790001,605032.4963965
2015-07-17,653452.17114,2015,7,17,4,0,584042.727022,643986.381178
2015-07-18,826353.336031,2015,7,18,5,1,653452.17114,794984.703157
2015-07-19,894707.299378,2015,7,19,6,1,826353.336031,898731.936734
2015-07-20,685961.243972,2015,7,20,0,0,894707.299378,647967.077874
2015-07-21,607836.498977,2015,7,21,1,0,685961.243972,601452.258023
2015-07-22,631385.408886,2015,7,22,2,0,607836.498977,664505.1001790001
2015-07-23,541511.421067,2015,7,23,3,0,631385.408886,584042.727022
2015-07-24,635244.2449785,2015,7,24,4,0,541511.421067,653452.17114
2015-07-25,797427.520942,2015,7,25,5,1,635244.2449785,826353.336031
2015-07-26,875032.0362592,2015,7,26,6,1,797427.520942,894707.299378
2015-07-27,652999.1942961001,2015,7,27,0,0,875032.0362592,685961.243972
2015-07-28,594977.6665523,2015,7,28,1,0,652999.1942961001,607836.498977
2015-07-29,625449.98155,2015,7,29,2,0,594977.6665523,631385.408886
2015-07-30,543393.592625,2015,7,30,3,0,625449.98155,541511.421067
2015-07-31,695083.4489723,2015,7,31,4,0,543393.592625,635244.2449785
2015-08-01,1044894.790061,2015,8,1,5,1,695083.4489723,797427.520942
2015-08-02,1043495.475018,2015,8,2,6,1,1044894.790061,875032.0362592
2015-08-03,811119.83411,2015,8,3,0,0,1043495.475018,652999.1942961001
2015-08-04,726613.35811,2015,8,4,1,0,811119.83411,594977.6665523
2015-08-05,724346.594,2015,8,5,2,0,726613.35811,625449.98155
2015-08-06,583375.211759,2015,8,6,3,0,724346.594,543393.592625
2015-08-07,663326.5180703,2015,8,7,4,0,583375.211759,695083.4489723
2015-08-08,784099.215997,2015,8,8,5,1,663326.5180703,1044894.790061
2015-08-09,679410.125135,2015,8,9,6,1,784099.215997,1043495.475018
2015-08-10,785477.934216,2015,8,10,0,0,679410.125135,811119.83411
2015-08-11,668280.357956,2015,8,11,1,0,785477.934216,726613.35811
2015-08-12,678064.7316857,2015,8,12,2,0,668280.357956,724346.594
2015-08-13,557859.477954,2015,8,13,3,0,678064.7316857,583375.211759
2015-08-14,734484.205049,2015,8,14,4,0,557859.477954,663326.5180703
2015-08-15,936339.026059,2015,8,15,5,1,734484.205049,784099.215997
2015-08-16,913846.62503,2015,8,16,6,1,936339.026059,679410.125135
2015-08-17,694747.161863,2015,8,17,0,0,913846.62503,785477.934216
2015-08-18,629475.6430527,2015,8,18,1,0,694747.161863,668280.357956
2015-08-19,653733.3600063,2015,8,19,2,0,629475.6430527,678064.7316857
2015-08-20,569443.704073,2015,8,20,3,0,653733.3600063,557859.477954
2015-08-21,653281.208151,2015,8,21,4,0,569443.704073,734484.205049
2015-08-22,803270.157597,2015,8,22,5,1,653281.208151,936339.026059
2015-08-23,865755.397429,2015,8,23,6,1,803270.157597,913846.62503
2015-08-24,681575.9899773,2015,8,24,0,0,865755.397429,694747.161863
2015-08-25,624698.33755,2015,8,25,1,0,681575.9899773,629475.6430527
2015-08-26,640075.9908365,2015,8,26,2,0,624698.33755,653733.3600063
2015-08-27,548043.327354,2015,8,27,3,0,640075.9908365,569443.704073
2015-08-28,635737.2322,2015,8,28,4,0,548043.327354,653281.208151
2015-08-29,876953.096934,2015,8,29,5,1,635737.2322,803270.157597
2015-08-30,975697.601858,2015,8,30,6,1,876953.096934,865755.397429
2015-08-31,776152.5521897,2015,8,31,0,0,975697.601858,681575.9899773
2015-09-01,906549.992952,2015,9,1,1,0,776152.5521897,624698.33755
2015-09-02,879033.0925,2015,9,2,2,0,906549.992952,640075.9908365
2015-09-03,707093.042,2015,9,3,3,0,879033.0925,548043.327354
2015-09-04,736395.302632,2015,9,4,4,0,707093.042,635737.2322
2015-09-05,1052868.394291,2015,9,5,5,1,736395.302632,876953.096934
2015-09-06,1147642.583011,2015,9,6,6,1,1052868.394291,975697.601858
2015-09-07,767382.7769737,2015,9,7,0,0,1147642.583011,776152.5521897
2015-09-08,677312.236066,2015,9,8,1,0,767382.7769737,906549.992952
2015-09-09,705633.4998935,2015,9,9,2,0,677312.236066,879033.0925
2015-09-10,577743.795026,2015,9,10,3,0,705633.4998935,707093.042
2015-09-11,651330.167952,2015,9,11,4,0,577743.795026,736395.302632
2015-09-12,921524.436013,2015,9,12,5,1,651330.167952,1052868.394291
2015-09-13,1023345.318906,2015,9,13,6,1,921524.436013,1147642.583011
2015-09-14,688405.190061,2015,9,14,0,0,1023345.318906,767382.7769737
2015-09-15,682134.3540295,2015,9,15,1,0,688405.190061,677312.236066
2015-09-16,742089.667998,2015,9,16,2,0,682134.3540295,705633.4998935
2015-09-17,593577.802125,2015,9,17,3,0,742089.667998,577743.795026
2015-09-18,653805.874946,2015,9,18,4,0,593577.802125,651330.167952
2015-09-19,935893.481059,2015,9,19,5,1,653805.874946,921524.436013
2015-09-20,1037532.860693,2015,9,20,6,1,935893.481059,1023345.318906
2015-09-21,717725.376959,2015,9,21,0,0,1037532.860693,688405.190061
2015-09-22,641914.7389995,2015,9,22,1,0,717725.376959,682134.3540295
2015-09-23,690419.721922,2015,9,23,2,0,641914.7389995,742089.667998
2015-09-24,557321.610921,2015,9,24,3,0,690419.721922,593577.802125
2015-09-25,646083.8750635,2015,9,25,4,0,557321.610921,653805.874946
2015-09-26,890486.060145,2015,9,26,5,1,646083.8750635,935893.481059
2015-09-27,1018062.963565,2015,9,27,6,1,890486.060145,1037532.860693
2015-09-28,671261.0640092,2015,9,28,0,0,1018062.963565,717725.376959
2015-09-29,609130.6581453,2015,9,29,1,0,671261.0640092,641914.7389995
2015-09-30,711182.539054,2015,9,30,2,0,609130.6581453,690419.721922
2015-10-01,796340.858947,2015,10,1,3,0,711182.539054,557321.610921
2015-10-02,830719.387744,2015,10,2,4,0,796340.858947,646083.8750635
2015-10-03,1179376.177625,2015,10,3,5,1,830719.387744,890486.060145
2015-10-04,1234130.938595,2015,10,4,6,1,1179376.177625,1018062.963565
2015-10-05,809524.837996,2015,10,5,0,0,1234130.938595,671261.0640092
2015-10-06,696169.275967,2015,10,6,1,0,809524.837996,609130.6581453
2015-10-07,720562.330573,2015,10,7,2,0,696169.275967,711182.539054
2015-10-08,603066.030064,2015,10,8,3,0,720562.330573,796340.858947
2015-10-09,873934.7190479999,2015,10,9,4,0,603066.030064,830719.387744
2015-10-10,867556.973019,2015,10,10,5,1,873934.7190479999,1179376.177625
2015-10-11,973329.203973,2015,10,11,6,1,867556.973019,1234130.938595
2015-10-12,721634.5721813,2015,10,12,0,0,973329.203973,809524.837996
2015-10-13,585141.5538577,2015,10,13,1,0,721634.5721813,696169.275967
2015-10-14,688198.106351,2015,10,14,2,0,585141.5538577,720562.330573
2015-10-15,577952.197162,2015,10,15,3,0,688198.106351,603066.030064
2015-10-16,693829.351874,2015,10,16,4,0,577952.197162,873934.7190479999
2015-10-17,958052.958031,2015,10,17,5,1,693829.351874,867556.973019
2015-10-18,1071477.102879,2015,10,18,6,1,958052.958031,973329.203973
2015-10-19,699259.488037,2015,10,19,0,0,1071477.102879,721634.5721813
2015-10-20,660308.361186,2015,10,20,1,0,699259.488037,585141.5538577
2015-10-21,672847.3460333,2015,10,21,2,0,660308.361186,688198.106351
2015-10-22,547020.0469813,2015,10,22,3,0,672847.3460333,577952.197162
2015-10-23,639040.6062,2015,10,23,4,0,547020.0469813,693829.351874
2015-10-24,859950.710621,2015,10,24,5,1,639040.6062,958052.958031
2015-10-25,1018783.141953,2015,10,25,6,1,859950.710621,1071477.102879
2015-10-26,649914.352338,2015,10,26,0,0,1018783.141953,699259.488037
2015-10-27,587066.101075,2015,10,27,1,0,649914.352338,660308.361186
2015-10-28,599388.1222552,2015,10,28,2,0,587066.101075,672847.3460333
2015-10-29,511860.0689186,2015,10,29,3,0,599388.1222552,547020.0469813
2015-10-30,635875.8911987,2015,10,30,4,0,511860.0689186,639040.6062
2015-10-31,915956.851878,2015,10,31,5,1,635875.8911987,859950.710621
2015-11-01,819250.388037,2015,11,1,6,1,915956.851878,1018783.141953
2015-11-02,762549.794932,2015,11,2,0,0,819250.388037,649914.352338
2015-11-03,1033439.132986,2015,11,3,1,0,762549.794932,587066.101075
2015-11-04,855494.43996,2015,11,4,2,0,1033439.132986,599388.1222552
2015-11-05,649662.670907,2015,11,5,3,0,855494.43996,511860.0689186
2015-11-06,671145.788057,2015,11,6,4,0,649662.670907,635875.8911987
2015-11-07,929723.344157,2015,11,7,5,1,671145.788057,915956.851878
2015-11-08,1077361.9559685,2015,11,8,6,1,929723.344157,819250.388037
2015-11-09,683644.901987,2015,11,9,0,0,1077361.9559685,762549.794932
2015-11-10,623529.1790699,2015,11,10,1,0,683644.901987,1033439.132986
2015-11-11,689746.212316,2015,11,11,2,0,623529.1790699,855494.43996
2015-11-12,506937.6640027,2015,11,12,3,0,689746.212316,649662.670907
2015-11-13,626674.025055,2015,11,13,4,0,506937.6640027,671145.788057
2015-11-14,867597.332909,2015,11,14,5,1,626674.025055,929723.344157
2015-11-15,1056159.462651,2015,11,15,6,1,867597.332909,1077361.9559685
2015-11-16,716508.7092175,2015,11,16,0,0,1056159.462651,683644.901987
2015-11-17,618919.988059,2015,11,17,1,0,716508.7092175,623529.1790699
2015-11-18,683954.18795,2015,11,18,2,0,618919.988059,689746.212316
2015-11-19,560452.567301,2015,11,19,3,0,683954.18795,506937.6640027
2015-11-20,665619.668251,2015,11,20,4,0,560452.567301,626674.025055
2015-11-21,863726.8816559,2015,11,21,5,1,665619.668251,867597.332909
2015-11-22,1015844.2849005,2015,11,22,6,1,863726.8816559,1056159.462651
2015-11-23,696685.460932,2015,11,23,0,0,1015844.2849005,716508.7092175
2015-11-24,612710.200935,2015,11,24,1,0,696685.460932,618919.988059
2015-11-25,658917.83013,2015,11,25,2,0,612710.200935,683954.18795
2015-11-26,530358.330027,2015,11,26,3,0,658917.83013,560452.567301
2015-11-27,645087.0350447,2015,11,27,4,0,530358.330027,665619.668251
2015-11-28,850596.003884,2015,11,28,5,1,645087.0350447,863726.8816559
2015-11-29,1070619.802932,2015,11,29,6,1,850596.003884,1015844.2849005
2015-11-30,762036.1239965,2015,11,30,0,0,1070619.802932,696685.460932
2015-12-01,857620.9426407,2015,12,1,1,0,762036.1239965,612710.200935
2015-12-02,867269.5758400001,2015,12,2,2,0,857620.9426407,658917.83013
2015-12-03,676883.031992,2015,12,3,3,0,867269.5758400001,530358.330027
2015-12-04,749354.1319635,2015,12,4,4,0,676883.031992,645087.0350447
2015-12-05,966202.367876,2015,12,5,5,1,749354.1319635,850596.003884
2015-12-06,1143119.31945,2015,12,6,6,1,966202.367876,1070619.802932
2015-12-07,822334.708983,2015,12,7,0,0,1143119.31945,762036.1239965
2015-12-08,712569.16983,2015,12,8,1,0,822334.708983,857620.9426407
2015-12-09,747893.782087,2015,12,9,2,0,712569.16983,867269.5758400001
2015-12-10,657427.1785246,2015,12,10,3,0,747893.782087,676883.031992
2015-12-11,708392.807819,2015,12,11,4,0,657427.1785246,749354.1319635
2015-12-12,915667.884291,2015,12,12,5,1,708392.807819,966202.367876
2015-12-13,1059425.4213405,2015,12,13,6,1,915667.884291,1143119.31945
2015-12-14,811613.7221567,2015,12,14,0,0,1059425.4213405,822334.708983
2015-12-15,779809.953397,2015,12,15,1,0,811613.7221567,712569.16983
2015-12-16,859930.249129,2015,12,16,2,0,779809.953397,747893.782087
2015-12-17,809809.748717,2015,12,17,3,0,859930.249129,657427.1785246
2015-12-18,893569.902701,2015,12,18,4,0,809809.748717,708392.807819
2015-12-19,1095523.5178683,2015,12,19,5,1,893569.902701,915667.884291
2015-12-20,1175416.9636673,2015,12,20,6,1,1095523.5178683,1059425.4213405
2015-12-21,1072887.476889,2015,12,21,0,0,1175416.9636673,811613.7221567
2015-12-22,1141861.90926,2015,12,22,1,0,1072887.476889,779809.953397
2015-12-23,1196146.056374,2015,12,23,2,0,1141861.90926,859930.249129
2015-12-24,1083680.315238,2015,12,24,3,0,1196146.056374,809809.748717
2015-12-26,946725.190766,2015,12,26,5,1,1083680.315238,893569.902701
2015-12-27,837714.129168,2015,12,27,6,1,946725.190766,1095523.5178683
2015-12-28,789684.9127821,2015,12,28,0,0,837714.129168,1175416.9636673
2015-12-29,870762.025758,2015,12,29,1,0,789684.9127821,1072887.476889
2015-12-30,1030043.735764,2015,12,30,2,0,870762.025758,1141861.90926
2015-12-31,964641.5415009999,2015,12,31,3,0,1030043.735764,1196146.056374
2016-01-01,16433.394,2016,1,1,4,0,964641.5415009999,1083680.315238
2016-01-02,1066677.424862,2016,1,2,5,1,16433.394,946725.190766
2016-01-03,1226735.719895,2016,1,3,6,1,1066677.424862,837714.129168
2016-01-04,955956.875097,2016,1,4,0,0,1226735.719895,789684.9127821
2016-01-05,835320.439089,2016,1,5,1,0,955956.875097,870762.025758
2016-01-06,821685.655923,2016,1,6,2,0,835320.439089,1030043.735764
2016-01-07,653504.3669428,2016,1,7,3,0,821685.655923,964641.5415009999
2016-01-08,713608.3341557,2016,1,8,4,0,653504.3669428,16433.394
2016-01-09,989209.458148,2016,1,9,5,1,713608.3341557,1066677.424862
2016-01-10,1094693.83696,2016,1,10,6,1,989209.458148,1226735.719895
2016-01-11,705495.240963,2016,1,11,0,0,1094693.83696,955956.875097
2016-01-12,647058.461085,2016,1,12,1,0,705495.240963,835320.439089
2016-01-13,660045.317135,2016,1,13,2,0,647058.461085,821685.655923
2016-01-14,561972.62307,2016,1,14,3,0,660045.317135,653504.3669428
2016-01-15,671027.100027,2016,1,15,4,0,561972.62307,713608.3341557
2016-01-16,959827.146436,2016,1,16,5,1,671027.100027,989209.458148
2016-01-17,1057997.343303,2016,1,17,6,1,959827.146436,1094693.83696
2016-01-18,709784.229951,2016,1,18,0,0,1057997.343303,705495.240963
2016-01-19,630929.75099,2016,1,19,1,0,709784.229951,647058.461085
2016-01-20,738744.013045,2016,1,20,2,0,630929.75099,660045.317135
2016-01-21,552820.7690359,2016,1,21,3,0,738744.013045,561972.62307
2016-01-22,648431.428037,2016,1,22,4,0,552820.7690359,671027.100027
2016-01-23,906754.833923,2016,1,23,5,1,648431.428037,959827.146436
2016-01-24,980927.7570135,2016,1,24,6,1,906754.833923,1057997.343303
2016-01-25,658090.687097,2016,1,25,0,0,980927.7570135,709784.229951
2016-01-26,609465.787904,2016,1,26,1,0,658090.687097,630929.75099
2016-01-27,647254.67807,2016,1,27,2,0,609465.787904,738744.013045
2016-01-28,533709.8489592,2016,1,28,3,0,647254.67807,552820.7690359
2016-01-29,660492.758086,2016,1,29,4,0,533709.8489592,648431.428037
2016-01-30,969938.376831,2016,1,30,5,1,660492.758086,906754.833923
2016-01-31,1093211.2294,2016,1,31,6,1,969938.376831,980927.7570135
2016-02-01,872063.3148838,2016,2,1,0,0,1093211.2294,658090.687097
2016-02-02,765233.207779,2016,2,2,1,0,872063.3148838,609465.787904
2016-02-03,772360.939004,2016,2,3,2,0,765233.207779,647254.67807
2016-02-04,650328.166941,2016,2,4,3,0,772360.939004,533709.8489592
2016-02-05,768586.5079877,2016,2,5,4,0,650328.166941,660492.758086
2016-02-06,941954.07605,2016,2,6,5,1,768586.5079877,969938.376831
2016-02-07,697791.630994,2016,2,7,6,1,941954.07605,1093211.2294
2016-02-08,636542.677274,2016,2,8,0,0,697791.630994,872063.3148838
2016-02-09,746939.64016,2016,2,9,1,0,636542.677274,765233.207779
2016-02-10,790988.713851,2016,2,10,2,0,746939.64016,772360.939004
2016-02-11,646376.371075,2016,2,11,3,0,790988.713851,650328.166941
2016-02-12,698152.0698755,2016,2,12,4,0,646376.371075,768586.5079877
